description,price/TB,idle,noise
"HGST MegaScale DC 4000.B 4TB, 24/7, 512e / 3.5 / SATA 6Gb/s - - - HMS5C4040BLE640 / 0F22146 - - - €339.95",84.99,4.9,25
"Western Digital WD Purple 1TB, 24/7, 512e / 3.5 / SATA 6Gb/s - - - WD10PURX - - - €85.72",85.72,2.9,21
"Western Digital WD Re 5TB, 24/7, 512e / 3.5 / SATA 6Gb/s - - - WD5001FSYZ - - - €429.95",85.99,7.5,31
"Toshiba L200 Laptop PC Slim 1TB, 512e / 2.5 / SATA 6Gb/s, bulk - - - HDWL110UZSVA - - - €86.7",86.7,0.85,23
"HGST Ultrastar 7K6000 4TB, ISE, 24/7, 4Kn / 3.5 / SAS 12Gb/s - - - HUS726040AL4210 / 0F22794 - - - €349.75",87.44,7.7,29
"HGST Ultrastar 7K6000 6TB, SE, 24/7, 512e / 3.5 / SATA 6Gb/s - - - HUS726060ALE614 / 0F23021 - - - €529.95",88.33,7.1,29
"Western Digital WD Red Pro 8TB, 24/7, 512e / 3.5 / SATA 6Gb/s - - - WD8001FFWX - - - €718.05",89.76,5.1,20
"Western Digital WD Laptop Everyday 500GB, 512e / 2.5 / SATA 3Gb/s, retail - - - WDBMYH5000ANC - - - €44.95",89.9,0.85,24
"Seagate Pipeline HD 5900.2 2TB, 24/7, 512e / 3.5 / SATA 3Gb/s - - - ST2000VM002 - - - €179.95",89.98,4.5,21
"Western Digital WD_BLACK 4TB, 512n / 3.5 / SATA 6Gb/s - - - WD4001FAEX - - - €369",92.25,8.1,29
"Seagate Samsung Spinpoint M8 750GB, 2.5 / SATA 3Gb/s - - - ST750LM022 / HN-MB - - - €69.21",92.28,0.7,24
"Western Digital WD Gold 1TB, 24/7, 512n / 3.5 / SATA 6Gb/s - - - WD1005FBYZ - - - €92.6",92.6,5.9,25
"Western Digital WD_BLACK Mobile 750GB, 512e / 2.5 / SATA 3Gb/s - - - WD7500BPKT - - - €69.95",93.27,0.8,28
"Seagate Surveillance HDD 3TB, 24/7, 512e / 3.5 / SATA 6Gb/s - - - ST3000VX006 - - - €279.95",93.32,5.4,23
"Seagate IronWolf NAS HDD +Rescue 2TB Bundle, 24/7, 512e / 3.5 / SATA 6Gb/s, 2er-Pack - - - ST2000VN003_B2 - - - €187.55",93.78,2.5,23
"Seagate Constellation ES.3 2TB, 24/7, 512n / 3.5 / SATA 6Gb/s - - - ST2000NM0033 - - - €189.75",94.88,5.17,28
"Toshiba MQ-Series 2TB, 512e / 2.5 / SATA 3Gb/s - - - MQ01ABB200 - - - €189.95",94.98,0.7,25
"Seagate Desktop SSHD 4TB, 512e / 3.5 / SATA 6Gb/s - - - ST4000DX001 - - - €379.95",94.99,6.2,23
"Seagate Terascale 4TB, ISE, 24/7, 512e / 3.5 / SATA 6Gb/s - - - ST4000NC000 - - - €379.95",94.99,4.59,28
"Toshiba Enterprise Capacity MG04SCA 4TB, 24/7, 512e / 3.5 / SAS 12Gb/s - - - MG04SCA40EE - - - €379.95",94.99,6.1,31
"HGST Ultrastar 7K6000 4TB, ISE, 24/7, 512n / 3.5 / SAS 12Gb/s - - - HUS726040ALS210 / 0F22941 - - - €379.95",94.99,7.7,29
"Seagate Constellation ES 2TB, SED, 24/7, 3.5 / SAS 6Gb/s - - - ST32000445SS - - - €193.89",96.95,8,27
"Seagate IronWolf NAS HDD +Rescue 8TB Bundle, 24/7, 512e / 3.5 / SATA 6Gb/s, 4er-Pack - - - ST8000VN002_X4 - - - €778.04",97.26,3.4,27
"Western Digital WD Caviar Green 1TB, 512e / 3.5 / SATA 3Gb/s - - - WD10EARS - - - €98",98,3.3,23
"Western Digital WD_BLACK 3TB, 512e / 3.5 / SATA 6Gb/s - - - WD3003FZEX - - - €296.47",98.82,8.1,29
"Seagate FireCuda Compute SSHD 2TB, 512e / 2.5 / SATA 6Gb/s - - - ST2000LX001 - - - €197.95",98.98,0.5,22
"Western Digital WD Red Plus 8TB Bundle, 24/7, 512e / 3.5 / SATA 6Gb/s, 4er-Pack - - - WD80EFPX_X4 - - - €794.58",99.32,3.4,24
"Western Digital WD Red Pro 4TB, 24/7, 512e / 3.5 / SATA 6Gb/s - - - WD4001FFSX - - - €399.06",99.77,6.5,31
"Western Digital WD Blue Mobile 1TB, 512e / 2.5 / SATA 6Gb/s - - - WD10JPCX - - - €99.95",99.95,0.57,20
"Seagate Surveillance HDD 2TB, 24/7, 512e / 3.5 / SATA 6Gb/s - - - ST2000VX000 - - - €199.95",99.98,5.4,26
"Western Digital WD Re 2TB, 24/7, 512n / 3.5 / SATA 6Gb/s - - - WD2000FYYZ - - - €199.95",99.98,6.2,31
"Toshiba Enterprise Capacity MG04SCA 2TB, 24/7, 512e / 3.5 / SAS 6Gb/s - - - MG04SCA200E - - - €199.95",99.98,6.2,31
"Seagate Constellation ES 2TB, 24/7, 3.5 / SATA 3Gb/s - - - ST32000644NS - - - €200.04",100.02,8,27
"HGST Ultrastar A7K2000 2TB, 24/7, 512n / 3.5 / SATA 3Gb/s - - - HUA722020ALA330 - - - €200.04",100.02,5.6,29
"Seagate IronWolf NAS HDD +Rescue 6TB Bundle, 24/7, 512e / 3.5 / SATA 6Gb/s, 4er-Pack - - - ST6000VN006_X4 - - - €600.6",100.1,3.4,26
"HGST Ultrastar A7K2000 1TB, 24/7, 512e / 3.5 / SATA 3Gb/s - - - HUA722010CLA330 / 0A39289 - - - €100.48",100.48,3.9,24
"Seagate Constellation ES.2 2TB, SED, 24/7, 3.5 / SATA 6Gb/s - - - ST32000646NS - - - €205.12",102.56,7.7,28
"Seagate IronWolf NAS HDD +Rescue 10TB Bundle, 24/7, 512e / 3.5 / SATA 6Gb/s, 4er-Pack - - - ST10000VN000_X4 - - - €1055.88",105.59,7.8,28
"Western Digital WD Blue Mobile 320GB, 512e / 2.5 / SATA 3Gb/s - - - WD3200BPVT - - - €33.83",105.72,0.85,22
"Toshiba P300 Desktop PC 1TB, 512e / 3.5 / SATA 6Gb/s, retail - - - HDWD110EZSTA - - - €106.17",106.17,3.7,25
"Seagate IronWolf NAS HDD +Rescue 8TB Bundle, 24/7, 512e / 3.5 / SATA 6Gb/s, 4er-Pack - - - ST8000VN004_X4 - - - €852.92",106.62,7.2,28
"Western Digital WD_BLACK 1TB, 512e / 3.5 / SATA 6Gb/s - - - WD1003FZEX - - - €107.36",107.36,6.1,29
"Seagate IronWolf NAS HDD +Rescue 4TB Bundle, 24/7, 512e / 3.5 / SATA 6Gb/s, 4er-Pack - - - ST4000VN006_X4 - - - €435.23",108.81,3.96,23
"Western Digital WD Re 6TB, 24/7, 512e / 3.5 / SATA 6Gb/s - - - WD6001FSYZ - - - €666.76",111.13,7.4,31
"Western Digital WD Red Plus 6TB Bundle, 24/7, 512e / 3.5 / SATA 6Gb/s, 4er-Pack - - - WD60EFPX_X4 - - - €673.61",112.27,3.1,23
"Seagate BarraCuda Compute 500GB, 512e / 2.5 / SATA 6Gb/s - - - ST500LM030 / ST500LMA30 - - - €56.2",112.4,0.45,20
"Seagate Constellation ES.2 3TB, SED, 24/7, 3.5 / SAS 6Gb/s - - - ST33000651SS - - - €337.51",112.5,7.4,28
"Seagate Constellation CS 3TB, ISE, 24/7, 512e / 3.5 / SATA 6Gb/s - - - ST3000NC000 - - - €339.75",113.25,5.53,25
"Western Digital WD Blue PC SSHD 4TB, 512e / 3.5 / SATA 6Gb/s - - - WD40E31X - - - €460.61",115.15,4.75,25
"Western Digital WD Green 1TB, 512e / 3.5 / SATA 6Gb/s - - - WD10EARX - - - €116.95",116.95,3.3,23
"Seagate FireCuda Compute SSHD 1TB, 512e / 2.5 / SATA 6Gb/s - - - ST1000LX015 - - - €117",117,0.45,20
"Seagate Exos E - 7E2000 2TB, 24/7, 512n / 2.5 / SATA 6Gb/s - - - ST2000NX0403 - - - €235",117.5,3.87,28
"HGST Travelstar Z7K500 500GB, 512e / 2.5 / SATA 6Gb/s - - - HTS725050A7E630 / 0J38075 / 0J26005 - - - €59.33",118.66,0.8,23
"Seagate Constellation CS 3TB, 24/7, 512e / 3.5 / SATA 6Gb/s - - - ST3000NC002 - - - €358.8",119.6,5.53,25
"Western Digital WD_BLACK Mobile 1TB, 512e / 2.5 / SATA 6Gb/s - - - WD10JPLX - - - €119.95",119.95,0.8,25
"Western Digital WD Red Plus 4TB Bundle, 24/7, 512e / 3.5 / SATA 6Gb/s, 4er-Pack - - - WD40EFPX_X4 - - - €480",120,3.1,23
"Seagate IronWolf Pro NAS HDD +Rescue 8TB Bundle, 24/7, 512e / 3.5 / SATA 6Gb/s, 4er-Pack - - - ST8000NT001_X4 - - - €974.57",121.82,7.8,28
"Seagate Constellation ES.2 2TB, SED, 24/7, 3.5 / SAS 6Gb/s - - - ST32000646SS - - - €245.95",122.98,7.4,28
"Seagate BarraCuda EcoGreen F3 1TB, 3.5 / SATA 3Gb/s - - - ST1000DM005 / HD103SJ - - - €123.05",123.05,6.2,29
"HGST Ultrastar 7K6000 4TB, SE, 24/7, 512e / 3.5 / SATA 6Gb/s - - - HUS726040ALE614 / 0F23025 - - - €499.75",124.94,7.1,29
"Seagate Constellation ES.2 2TB, 24/7, 3.5 / SAS 6Gb/s - - - ST32000645SS - - - €249.95",124.98,7.4,28
"HGST Ultrastar 7K6000 2TB, ISE, 24/7, 512n / 3.5 / SAS 12Gb/s - - - HUS726020ALS210 / 0F22943 - - - €249.95",124.98,7.7,29
"Seagate Constellation ES.2 2TB, 24/7, 3.5 / SATA 6Gb/s - - - ST32000645NS - - - €255.44",127.72,7.7,28
"Seagate BarraCuda 7200.12 1TB, 3.5 / SATA 6Gb/s - - - ST31000524AS - - - €129.11",129.11,5,25
"Western Digital WD Se 3TB, 24/7, 512e / 3.5 / SATA 6Gb/s - - - WD3000F9YZ - - - €388.8",129.6,8.1,31
"HGST Ultrastar 7K6000 2TB, ISE, 24/7, 512n / 3.5 / SATA 6Gb/s - - - HUS726020ALA610 / 0F23092 - - - €259.95",129.98,7.1,29
"Toshiba Mobile HDD MQ01-Series 1TB, 512e / 2.5 / SATA 3Gb/s - - - MQ01ABD100M - - - €132",132,0.55,23
"Toshiba Enterprise Capacity MG04ACA 1TB, 24/7, 512n / 3.5 / SATA 6Gb/s - - - MG04ACA100N - - - €133.68",133.68,6,31
"Seagate Constellation ES.3 1TB, 24/7, 3.5 / SAS 6Gb/s - - - ST1000NM0023 - - - €137.95",137.95,4.84,28
"Western Digital WD Green 1TB, 512e / 3.5 / SATA 6Gb/s - - - WD10EZRX - - - €139.95",139.95,2.5,21
"Western Digital WD Red Plus 1TB, 24/7, 512e / 2.5 / SATA 6Gb/s - - - WD10JFCX - - - €139.95",139.95,0.6,24
"Western Digital WD Se 2TB, 24/7, 512e / 3.5 / SATA 6Gb/s - - - WD2000F9YZ - - - €279.95",139.98,5.9,31
"Western Digital WD_BLACK Mobile 500GB, 512e / 2.5 / SATA 6Gb/s - - - WD5000LPSX - - - €71.57",143.14,0.85,24
"HGST Travelstar Z5K500 320GB, 512e / 2.5 / SATA 3Gb/s - - - 0J11283 / HTS545032A7E380 - - - €45.9",143.44,0.5,19
"Western Digital WD Re 2TB, 24/7, 512n / 3.5 / SATA 6Gb/s - - - WD2004FBYZ - - - €289.95",144.98,5.9,25
"HGST Ultrastar 7K4000 2TB, 24/7, 512n / 3.5 / SAS 6Gb/s - - - HUS724020ALS640 / 0B26887 - - - €289.95",144.98,6.5,29
"Seagate Exos E - 7E2000 2TB, 24/7, 512e / 2.5 / SATA 6Gb/s - - - ST2000NX0253 - - - €295",147.5,3.87,28
"Seagate Constellation CS 2TB, 24/7, 512e / 3.5 / SATA 6Gb/s - - - ST2000NC001 - - - €296.47",148.24,5.53,24
"Western Digital WD Red Pro 2TB, 24/7, 512e / 3.5 / SATA 6Gb/s - - - WD2001FFSX - - - €296.47",148.24,4.9,31
"Seagate IronWolf Pro NAS HDD +Rescue 4TB Bundle, 24/7, 512e / 3.5 / SATA 6Gb/s, 4er-Pack - - - ST4000NT001_X4 - - - €603.71",150.93,5.5,27
"HGST Travelstar Z5K500 500GB, 512e / 2.5 / SATA 6Gb/s - - - 0J11285 / HTS545050A7E380 - - - €80.2",160.4,0.5,19
"Seagate IronWolf NAS HDD +Rescue 4TB Bundle, 24/7, 512e / 3.5 / SATA 6Gb/s, 6er-Pack - - - ST4000VN006_X6 - - - €653.45",163.36,3.96,23
"Seagate Constellation ES.3 2TB, SED, 24/7, 3.5 / SATA 6Gb/s - - - ST2000NM0053 - - - €327.25",163.63,5.17,28
"Seagate Enterprise Performance 10K 1.2TB, 24/7, 512n / 2.5 / SAS 12Gb/s - - - ST1200MM0088 - - - €199",165.83,4.26,31
"Western Digital WD Red Plus 6TB Bundle, 24/7, 512e / 3.5 / SATA 6Gb/s, 6er-Pack - - - WD60EFPX_X6 - - - €1010.42",168.4,3.1,23
"Seagate Exos E - 7E2000 2TB, 24/7, 512e / 2.5 / SAS 12Gb/s - - - ST2000NX0273 - - - €337.95",168.98,3.53,28
"Seagate Exos E - 7E2000 1TB, 24/7, 512n / 2.5 / SATA 6Gb/s - - - ST1000NX0423 - - - €169.75",169.75,3.51,28
"Seagate Exos E - 7E2000 1TB, SED, 24/7, 512e / 2.5 / SAS 12Gb/s - - - ST1000NX0373 - - - €174.14",174.14,3.29,28
"HGST Ultrastar 7K6000 2TB, ISE, 24/7, 4Kn / 3.5 / SAS 12Gb/s - - - HUS726020AL4210 / 0F22798 - - - €349.75",174.88,7.7,29
"HGST Deskstar 5K1000 500GB, 24/7, 512e / 3.5 / SATA 3Gb/s - - - HDS5C1050CLA382 / 0F12955 - - - €87.95",175.9,2.9,24
"Seagate Exos E - 7E2000 2TB, 24/7, 512n / 2.5 / SAS 12Gb/s - - - ST2000NX0433 - - - €352.75",176.38,3.53,28
"Seagate Surveillance HDD 1TB, 24/7, 512e / 3.5 / SATA 6Gb/s - - - ST1000VX000 - - - €179.75",179.75,3.36,23
"Western Digital WD Red Plus 4TB Bundle, 24/7, 512e / 3.5 / SATA 6Gb/s, 6er-Pack - - - WD40EFPX_X6 - - - €720",180,3.1,23
"HGST Ultrastar C10K1200 1.2TB, 24/7, 2.5 / SAS 6Gb/s - - - HUC101212CSS600 / 0B25168 - - - €219.95",183.29,3.7,31
"Seagate Constellation ES.3 1TB, SED, 24/7, 3.5 / SATA 6Gb/s - - - ST1000NM0053 - - - €184.95",184.95,4.45,28
"Western Digital WD Blue 320GB, 512n / 3.5 / SATA 6Gb/s - - - WD3200AAKX - - - €59.22",185.06,5.6,29
"Toshiba Mobile HDD MQ01-Series 750GB, 512e / 2.5 / SATA 3Gb/s - - - MQ01ABD075 - - - €139.95",186.6,0.55,23
"Seagate Constellation ES 2TB, SED, 24/7, 3.5 / SAS 6Gb/s - - - ST2000NM0021 - - - €375.2",187.6,7.26,27
"Seagate Exos E - 7E2000 1TB, 24/7, 512e / 2.5 / SATA 6Gb/s - - - ST1000NX0313 - - - €187.75",187.75,3.51,28
"Seagate IronWolf NAS HDD +Rescue 2TB Bundle, 24/7, 512e / 3.5 / SATA 6Gb/s, 4er-Pack - - - ST2000VN003_X4 - - - €378.13",189.07,2.5,23
"Western Digital WD AV-GP 500GB, 24/7, 3.5 / SATA 3Gb/s - - - WD5000AVCS - - - €96.95",193.9,3.7,21
"Western Digital WD Re 1TB, 24/7, 512n / 3.5 / SATA 6Gb/s - - - WD1003FBYZ - - - €194.66",194.66,5.9,28
"Seagate Exos E - 7E2000 1TB, 24/7, 512n / 2.5 / SAS 12Gb/s - - - ST1000NX0453 - - - €194.95",194.95,3.29,28
"Western Digital WD Blue 250GB, 512n / 3.5 / SATA 6Gb/s - - - WD2500AAKX - - - €48.77",195.08,4.9,29
"Seagate Momentus XT SSHD 750GB, 512e / 2.5 / SATA 6Gb/s - - - ST750LX003 - - - €147.95",197.27,1.2,23
"Seagate Constellation ES.3 1TB, 24/7, 512n / 3.5 / SATA 6Gb/s - - - ST1000NM0033 - - - €199.95",199.95,4.45,28
"Seagate Exos E - 7E2000 2TB, SED, 24/7, 4Kn / 2.5 / SAS 12Gb/s - - - ST2000NX0323 - - - €410.29",205.15,3.53,28
"Western Digital WD_BLACK Mobile 750GB, 512e / 2.5 / SATA 6Gb/s - - - WD7500BPKX - - - €159.95",213.27,0.8,28
"Seagate Exos E - 7E2000 2TB, 24/7, 4Kn / 2.5 / SATA 6Gb/s - - - ST2000NX0243 - - - €427.75",213.88,3.87,28
"Seagate Constellation ES 1TB, 24/7, 3.5 / SAS 6Gb/s - - - ST31000424SS - - - €214.75",214.75,6,22
"Seagate Exos E - 7E2000 1TB, 24/7, 512e / 2.5 / SAS 12Gb/s - - - ST1000NX0333 - - - €215.75",215.75,3.29,28
"Seagate IronWolf NAS HDD +Rescue 4TB Bundle, 24/7, 512e / 3.5 / SATA 6Gb/s, 8er-Pack - - - ST4000VN006_X8 - - - €871.26",217.82,3.96,23
"HGST Ultrastar C10K1800 1.8TB, ISE, 24/7, 512e / 2.5 / SAS 12Gb/s - - - HUC101818CS4200 / 0B27978 - - - €399.95",222.19,5.7,34
"Seagate Enterprise Performance 10K 1.8TB, SED FIPS, 24/7, 512e / 2.5 / SAS 12Gb/s - - - ST1800MM0078 - - - €409.32",227.4,4.55,31
"HGST Ultrastar C10K1800 1.8TB, SE, 24/7, 512e / 2.5 / SAS 12Gb/s - - - HUC101818CS4204 / 0B31236 - - - €409.32",227.4,5.7,34
"Seagate Enterprise Performance 10K 900GB, 24/7, 512n / 2.5 / SAS 12Gb/s - - - ST900MM0168 - - - €205.12",227.91,3.88,31
"Seagate Constellation CS 1TB, ISE, 24/7, 512e / 3.5 / SATA 6Gb/s - - - ST1000NC000 - - - €235.69",235.69,5.53,22
"Western Digital WD Se 1TB, 24/7, 512e / 3.5 / SATA 6Gb/s - - - WD1002F9YZ - - - €235.9",235.9,4.6,30
"Seagate Enterprise Performance 10K.8 1.2TB, 24/7, 512e / 2.5 / SAS 12Gb/s - - - ST1200MM0018 - - - €289.75",241.46,4.55,31
"Western Digital WD AV-GP 1TB, 24/7, 512e / 3.5 / SATA 6Gb/s - - - WD10EUCX - - - €243.95",243.95,3.3,23
"Seagate Enterprise Performance 10K.8 900GB, 24/7, 512e / 2.5 / SAS 12Gb/s - - - ST900MM0018 - - - €219.95",244.39,4.55,31
"Seagate Enterprise Performance 10K 1.2TB, 24/7, 512n / 2.5 / SAS 6Gb/s - - - ST1200MM0017 - - - €299.95",249.96,4.6,34
"Seagate Enterprise Performance 10K.8 1.8TB, 24/7, 512e / 2.5 / SAS 12Gb/s - - - ST1800MM0018 - - - €449.95",249.97,4.55,31
"HGST Ultrastar C10K1800 600GB, 24/7, 512n / 2.5 / SAS 12Gb/s - - - HUC101860CSS200 / 0B28808 - - - €152.6",254.33,5.7,34
"Western Digital WD VelociRaptor 1TB, 24/7, 512e / 2.5 / SATA 6Gb/s - - - WD1000CHTZ - - - €256.41",256.41,4.2,30
"Toshiba Enterprise Performance 300GB, 24/7, 2.5 / SAS 6Gb/s - - - AL13SEB300 - - - €78.12",260.4,4.7,31
"Seagate Enterprise Performance 10K TurboBoost 1.8TB, 24/7, 512e / 2.5 / SAS 12Gb/s - - - ST1800MM0128 - - - €479.95",266.64,4.55,31
"HGST Ultrastar C10K1800 1.8TB, TCG, 24/7, 512e / 2.5 / SAS 12Gb/s - - - HUC101818CS4201 / 0B30881 - - - €499.95",277.75,5.7,34
"Seagate Exos E - 7E2000 1TB, SED, 24/7, 512e / 2.5 / SATA 6Gb/s - - - ST1000NX0353 - - - €279.95",279.95,3.51,28
"Seagate Constellation CS 1TB, 24/7, 512e / 3.5 / SATA 6Gb/s - - - ST1000NC001 - - - €287.19",287.19,5.53,22
"Western Digital WD_BLACK 500GB, 512e / 3.5 / SATA 6Gb/s - - - WD5003AZEX - - - €147.95",295.9,6.1,29
"HGST Ultrastar C10K1800 1.2TB, ISE, 24/7, 512e / 2.5 / SAS 12Gb/s - - - HUC101812CS4200 / 0B27977 - - - €359.75",299.79,5.7,34
"Seagate Enterprise Performance 10K 600GB, 24/7, 4Kn / 2.5 / SAS 12Gb/s - - - ST600MM0008 - - - €179.95",299.92,3.91,31
"Toshiba Enterprise Performance 900GB, 24/7, 2.5 / SAS 6Gb/s - - - AL13SEB900 - - - €269.95",299.94,4.7,31
"Seagate Enterprise Performance 10K 1.2TB, 24/7, 512n / 2.5 / SAS 6Gb/s - - - ST1200MM0007 - - - €369.75",308.13,4.6,34
"Seagate Exos E - 10E2400 600GB, 24/7, 512n / 2.5 / SAS 12Gb/s - - - ST600MM0208 - - - €189.95",316.58,3.44,31
"Seagate Enterprise Performance 10K 600GB, 24/7, 512n / 2.5 / SAS 12Gb/s - - - ST600MM0088 - - - €189.95",316.58,3.91,31
"Seagate Enterprise Performance 10K TurboBoost 600GB, 24/7, 512e / 2.5 / SAS 12Gb/s - - - ST600MM0158 - - - €189.95",316.58,3.91,31
"Toshiba Enterprise Performance 600GB, 24/7, 2.5 / SAS 6Gb/s - - - AL13SEB600 - - - €189.95",316.58,4.7,31
"Seagate Enterprise Performance 10K TurboBoost 1.8TB, 24/7, 4Kn / 2.5 / SAS 12Gb/s - - - ST1800MM0088 - - - €569.95",316.64,4.55,31
"HGST Ultrastar C10K1800 900GB, 24/7, 512n / 2.5 / SAS 12Gb/s - - - HUC101890CSS200 / 0B27976 - - - €287.95",319.94,5.7,34
"Seagate Enterprise Performance 10K TurboBoost 900GB, 24/7, 512e / 2.5 / SAS 12Gb/s - - - ST900MM0128 - - - €289.95",322.17,3.88,31
"Western Digital WD VelociRaptor 1TB, 24/7, 512e / 3.5 / SATA 6Gb/s - - - WD1000DHTZ - - - €336.43",336.43,4.2,30
"HGST Ultrastar A7K2000 500GB, 24/7, 512e / 3.5 / SATA 3Gb/s - - - HUA722050CLA330 / 0F11000 - - - €183.63",367.26,3.9,24
"HGST Ultrastar C10K1800 1.2TB, ISE, 24/7, 4Kn / 2.5 / SAS 12Gb/s - - - HUC101812CS4200 / 0B29920 - - - €451.99",376.66,5.7,34
"Western Digital WD VelociRaptor 500GB, 24/7, 512e / 3.5 / SATA 6Gb/s - - - WD5000HHTZ - - - €189.75",379.5,4.2,30
"Western Digital WD XE Enterprise 900GB, 2.5 / SAS 6Gb/s - - - WD9001BKHG - - - €349.95",388.83,5.3,30
"Western Digital WD VelociRaptor 600GB, 24/7, 2.5 / SATA 6Gb/s - - - WD6000BLHX - - - €235.69",392.82,4.3,30
"HGST Ultrastar C10K1800 600GB, ISE, 24/7, 512e / 2.5 / SAS 12Gb/s - - - HUC101860CS4200 / 0B27974 - - - €235.9",393.17,5.7,34
"HGST CinemaStar Z5K500 500GB, 24/7, 512e / 2.5 / SATA 3Gb/s - - - HCC545050A7E380 / 0J23375 - - - €201.59",403.18,0.5,19
"Western Digital WD VelociRaptor 600GB, 24/7, 3.5 / SATA 6Gb/s - - - WD6000HLHX - - - €245.95",409.92,4.3,30
"Western Digital WD XE Enterprise 450GB, 2.5 / SAS 6Gb/s - - - WD4501BKHG - - - €184.6",410.22,5.3,30
"Western Digital WD XE Enterprise 300GB, 2.5 / SAS 6Gb/s - - - WD3001BKHG - - - €126.95",423.17,5.3,30
"Western Digital WD Blue 320GB, 3.5 / IDE - - - WD3200AAJB - - - €154.95",484.22,4.9,29
"HGST Ultrastar C10K1800 300GB, 24/7, 512n / 2.5 / SAS 12Gb/s - - - HUC101830CSS200 / 0B28810 - - - €159.75",532.5,5.7,34
"Seagate Exos E - 10E2400 300GB, 24/7, 512n / 2.5 / SAS 12Gb/s - - - ST300MM0048 - - - €167.95",559.83,3.09,31
"Seagate Constellation ES 500GB, SED, 24/7, 3.5 / SAS 6Gb/s - - - ST3500415SS - - - €286.22",572.44,5.6,19
"Seagate Constellation ES 500GB, 24/7, 3.5 / SAS 6Gb/s - - - ST3500414SS - - - €296.47",592.94,5.6,19
"Western Digital WD VelociRaptor 300GB, 24/7, 2.5 / SATA 6Gb/s - - - WD3000HLHX - - - €193.89",646.3,4.3,30
"Western Digital WD Blue 80GB, 3.5 / IDE - - - WD800JB / WD800AAJB - - - €136.95","1,711.88",4.9,29
"Seagate BarraCuda 7200.7 40GB, 3.5 / SATA 3Gb/s - - - ST340014AS - - - €147.95","3,698.75",2.5,22